"Statistics name :","City Data Basic Data(original)"
"Table Number :","0000020101"
"Title :","[System of Social and Demographic Statistics] System of Social and Demographic Statistics A Population and Households"
"Implementation date :","-","-"
"Cities, Towns and Villages :","2017/06/23"

"***","Data not available"
"-","Not applicable"
"X","Not available"

"","","","","","A1101","","A110101","","A110102","","A1102","","A110201","","A110202","","A1231","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302","","A1401","","A140101","","A140102","","A1402","","A140201","","A140202","","A1403","","A140301","","A140302","","A1404","","A140401","","A140402","","A1405","","A140501","","A140502","","A1406","","A140601","","A140602","","A1407","","A140701","","A140702","","A1408","","A140801","","A140802","","A1409","","A140901","","A140902","","A1410","","A141001","","A141002","","A1411","","A141101","","A141102","","A1412","","A141201","","A141202","","A1413","","A141301","","A141302","","A1414","","A141401","","A141402","","A1415","","A141501","","A141502","","A1416","","A141601","","A141602","","A1417","","A141701","","A141702","","A1418","","A141801","","A141802","","A1419","","A141901","","A141902","","A1420","","A142001","","A142002","","A1700","","A1801","","A180101","","A180102","","A1802","","A2101","","A210101","","A210102","","A2201","","A2301","","A4101","","A4200","","A5101","","A5102","","A6101","","A6102","","A6103","","A6104","","A6105","","A6106","","A6107","","A6108","","A7101","","A710101","","A710102","","A710201","","A710202","","A7103","","A810101","","A810102","","A810103","","A810104","","A810105","","A811102","","A8201","","A8301","","A830101","","A830102","","A8401","","A840101","","A840102","","A840103","","A8501","","A850101","","A850102","","A850103","","A9101","","A9201",""
"1980100000","1980","15309","Shiunji-machi","","8,174","","***","","***","","***","","***","","***","","***","","1,749","","***","","***","","5,414","","***","","***","","1,011","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","72","","***","","***","","2,442","","3,952","","1,731","","44","","636","","1","","7,036","","***","","1,838","","***","","***","","***","","***","","***","","***","","782","","***","","***","","71","","88","","***","","21","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","51","","6",""
"1980100000","1980","15310","Nakajo-machi","","29,014","","***","","***","","***","","***","","***","","***","","6,779","","***","","***","","18,926","","***","","***","","3,309","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","206","","***","","***","","9,128","","17,293","","2,314","","269","","3,343","","16","","29,790","","***","","7,171","","***","","***","","***","","***","","***","","***","","3,565","","***","","***","","382","","329","","***","","99","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","187","","13",""
"1980100000","1980","15311","Kurokawa-mura","","6,591","","***","","***","","***","","***","","***","","***","","1,390","","***","","***","","4,375","","***","","***","","826","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","64","","***","","***","","2,030","","3,307","","1,245","","4","","318","","6","","5,666","","***","","1,426","","***","","***","","***","","***","","***","","***","","587","","***","","***","","57","","60","","***","","18","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","40","","0",""
"1980100000","1980","15321","Kosudo-machi","","10,385","","***","","***","","***","","***","","***","","***","","2,301","","***","","***","","6,884","","***","","***","","1,200","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","16","","5,198","","***","","***","","***","","***","","***","","***","","***","","***","","***","","94","","***","","***","","3,043","","4,830","","2,495","","2","","867","","10","","8,765","","***","","2,422","","***","","***","","***","","***","","***","","***","","1,193","","***","","***","","101","","132","","***","","35","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","46","","6",""
"1980100000","1980","15322","Muramatsu-machi","","22,580","","***","","***","","***","","***","","***","","***","","4,965","","***","","***","","14,632","","***","","***","","2,983","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","7","","9,805","","***","","***","","***","","***","","***","","***","","***","","***","","***","","174","","***","","***","","6,855","","12,507","","3,179","","19","","1,076","","1","","20,459","","***","","5,434","","***","","***","","***","","***","","***","","***","","2,566","","***","","***","","395","","349","","***","","126","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","142","","17",""
"1980100000","1980","15323","Yokogoshi-machi","","8,586","","***","","***","","***","","***","","***","","***","","1,926","","***","","***","","5,626","","***","","***","","1,034","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","3","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","59","","***","","***","","2,591","","3,557","","2,421","","3","","949","","1","","7,112","","***","","1,936","","***","","***","","***","","***","","***","","***","","804","","***","","***","","58","","72","","***","","12","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","55","","5",""
"1980100000","1980","15324","Kameda-machi","","26,461","","***","","***","","***","","***","","***","","***","","6,341","","***","","***","","17,710","","***","","***","","2,410","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","31","","19,937","","***","","***","","***","","***","","***","","***","","***","","***","","***","","157","","***","","***","","8,118","","11,280","","7,043","","6","","3,767","","14","","23,193","","***","","6,932","","***","","***","","***","","***","","***","","***","","4,169","","***","","***","","489","","312","","***","","67","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","160","","21",""
"1980100000","1980","15341","Iwamuro-mura","","9,360","","***","","***","","***","","***","","***","","***","","1,949","","***","","***","","6,143","","***","","***","","1,268","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","10","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","77","","***","","***","","2,873","","4,212","","2,250","","17","","530","","12","","7,635","","***","","2,307","","***","","***","","***","","***","","***","","***","","990","","***","","***","","187","","132","","***","","84","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","68","","5",""
"1980100000","1980","15342","Yahiko-mura","","7,910","","***","","***","","***","","***","","***","","***","","1,805","","***","","***","","5,222","","***","","***","","883","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","66","","***","","***","","2,193","","3,935","","1,775","","2","","1,089","","16","","7,238","","***","","1,931","","***","","***","","***","","***","","***","","***","","889","","***","","***","","161","","82","","***","","39","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","51","","10",""
"1980100000","1980","15343","Bunsui-machi","","15,573","","***","","***","","***","","***","","***","","***","","3,492","","***","","***","","10,351","","***","","***","","1,730","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","8","","6,233","","***","","***","","***","","***","","***","","***","","***","","***","","***","","125","","***","","***","","4,366","","7,755","","3,441","","1","","1,640","","7","","13,778","","***","","3,743","","***","","***","","***","","***","","***","","***","","1,732","","***","","***","","255","","168","","***","","54","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","104","","12",""
"1980100000","1980","15344","Yoshida-machi","","23,175","","***","","***","","***","","***","","***","","***","","5,718","","***","","***","","15,372","","***","","***","","2,085","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","12,971","","***","","***","","***","","***","","***","","***","","***","","***","","***","","138","","***","","***","","6,602","","11,831","","4,729","","2","","4,831","","3","","23,278","","***","","5,650","","***","","***","","***","","***","","***","","***","","3,076","","***","","***","","351","","180","","***","","65","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","127","","23",""
"1980100000","1980","15345","Maki-machi","","28,325","","***","","***","","***","","***","","***","","***","","6,210","","***","","***","","18,753","","***","","***","","3,362","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","13","","11,315","","***","","***","","***","","***","","***","","***","","***","","***","","***","","220","","***","","***","","8,282","","15,192","","4,816","","15","","5,099","","3","","28,596","","***","","6,749","","***","","***","","***","","***","","***","","***","","3,137","","***","","***","","519","","321","","***","","162","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","187","","21",""
"1980100000","1980","15346","Nishikawa-machi","","11,046","","***","","***","","***","","***","","***","","***","","2,430","","***","","***","","7,343","","***","","***","","1,273","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2","","6,490","","***","","***","","***","","***","","***","","***","","***","","***","","***","","82","","***","","***","","3,235","","5,141","","2,652","","3","","1,435","","3","","9,829","","***","","2,534","","***","","***","","***","","***","","***","","***","","1,148","","***","","***","","165","","110","","***","","32","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","84","","3",""
"1980100000","1980","15347","Kurosaki-machi","","20,005","","***","","***","","***","","***","","***","","***","","4,988","","***","","***","","13,364","","***","","***","","1,653","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","22","","5,609","","***","","***","","***","","***","","***","","***","","***","","***","","***","","128","","***","","***","","5,816","","8,700","","5,474","","5","","2,649","","5","","17,180","","***","","5,069","","***","","***","","***","","***","","***","","***","","3,014","","***","","***","","343","","177","","***","","40","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","129","","15",""
"1980100000","1980","15348","Ajikata-mura","","4,921","","***","","***","","***","","***","","***","","***","","961","","***","","***","","3,309","","***","","***","","651","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","42","","***","","***","","1,483","","2,132","","1,301","","0","","293","","0","","3,913","","***","","1,002","","***","","***","","***","","***","","***","","***","","386","","***","","***","","33","","35","","***","","12","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","27","","0",""
"1980100000","1980","15349","Katahigashi-mura","","6,211","","***","","***","","***","","***","","***","","***","","1,204","","***","","***","","4,154","","***","","***","","853","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","44","","***","","***","","1,963","","2,673","","1,567","","2","","223","","0","","4,865","","***","","1,184","","***","","***","","***","","***","","***","","***","","271","","***","","***","","25","","29","","***","","9","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","44","","5",""
"1980100000","1980","15350","Tsukigata-mura","","3,760","","***","","***","","***","","***","","***","","***","","752","","***","","***","","2,502","","***","","***","","506","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","23","","***","","***","","1,013","","1,825","","920","","0","","150","","1","","2,991","","***","","824","","***","","***","","***","","***","","***","","***","","290","","***","","***","","37","","32","","***","","12","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","24","","2",""
"1980100000","1980","15351","Nakanokuchi-mura","","6,417","","***","","***","","***","","***","","***","","***","","1,338","","***","","***","","4,253","","***","","***","","826","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","47","","***","","***","","1,945","","2,893","","1,577","","1","","297","","2","","5,138","","***","","1,282","","***","","***","","***","","***","","***","","***","","382","","***","","***","","39","","30","","***","","8","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","50","","5",""
"1980100000","1980","15361","Tagami-machi","","11,396","","***","","***","","***","","***","","***","","***","","2,679","","***","","***","","7,519","","***","","***","","1,198","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","4","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","77","","***","","***","","3,337","","4,926","","3,119","","4","","772","","1","","9,046","","***","","2,716","","***","","***","","***","","***","","***","","***","","1,392","","***","","***","","119","","106","","***","","24","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","61","","5",""
"1980100000","1980","15362","Shitada-mura","","12,911","","***","","***","","***","","***","","***","","***","","2,746","","***","","***","","8,391","","***","","***","","1,774","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","126","","***","","***","","3,651","","5,945","","3,305","","1","","378","","1","","9,984","","***","","2,824","","***","","***","","***","","***","","***","","***","","1,001","","***","","***","","118","","138","","***","","29","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","88","","5",""
"1980100000","1980","15363","Sakae-machi","","11,243","","***","","***","","***","","***","","***","","***","","2,429","","***","","***","","7,433","","***","","***","","1,381","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","91","","***","","***","","3,112","","5,223","","2,887","","2","","1,884","","6","","10,244","","***","","2,256","","***","","***","","***","","***","","***","","***","","673","","***","","***","","48","","46","","***","","12","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","70","","10",""
"1980100000","1980","15364","Nakanoshima-machi","","11,017","","***","","***","","***","","***","","***","","***","","2,257","","***","","***","","7,272","","***","","***","","1,488","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","98","","***","","***","","3,162","","4,729","","3,114","","0","","607","","0","","8,510","","***","","2,218","","***","","***","","***","","***","","***","","***","","654","","***","","***","","49","","50","","***","","11","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","71","","5",""
"1980100000","1980","15381","Tsugawa-machi","","6,968","","***","","***","","***","","***","","***","","***","","1,434","","***","","***","","4,594","","***","","***","","940","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","25","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","55","","***","","***","","2,268","","3,933","","703","","57","","1,337","","35","","7,580","","***","","2,048","","***","","***","","***","","***","","***","","***","","1,085","","***","","***","","244","","194","","***","","61","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","34","","3",""
"1980100000","1980","15382","Kanose-machi","","4,121","","***","","***","","***","","***","","***","","***","","731","","***","","***","","2,635","","***","","***","","755","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","3","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","34","","***","","***","","1,434","","1,926","","671","","86","","413","","34","","3,811","","***","","1,177","","***","","***","","***","","***","","***","","***","","572","","***","","***","","132","","143","","***","","39","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","11","","2",""
"1980100000","1980","15383","Kamikawa-mura","","4,133","","***","","***","","***","","***","","***","","***","","786","","***","","***","","2,668","","***","","***","","679","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","32","","***","","***","","1,161","","2,188","","747","","34","","143","","2","","3,497","","***","","1,070","","***","","***","","***","","***","","***","","***","","443","","***","","***","","83","","95","","***","","15","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","14","","1",""
"1980100000","1980","15384","Mikawa-mura","","5,058","","***","","***","","***","","***","","***","","***","","906","","***","","***","","3,317","","***","","***","","835","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","43","","***","","***","","1,421","","2,297","","1,311","","28","","221","","6","","3,946","","***","","1,358","","***","","***","","***","","***","","***","","***","","646","","***","","***","","106","","151","","***","","31","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19","","1",""
"1980100000","1980","15385","Aga-machi","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***",""
"1980100000","1980","15401","Koshiji-machi","","14,060","","***","","***","","***","","***","","***","","***","","2,958","","***","","***","","9,278","","***","","***","","1,824","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","4","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","114","","***","","***","","4,069","","6,262","","3,720","","5","","1,146","","4","","11,485","","***","","3,282","","***","","***","","***","","***","","***","","***","","1,361","","***","","***","","84","","145","","***","","28","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","82","","6",""
"1980100000","1980","15402","Mishima-machi","","6,828","","***","","***","","***","","***","","***","","***","","1,351","","***","","***","","4,452","","***","","***","","1,025","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","70","","***","","***","","1,941","","2,989","","1,898","","0","","239","","0","","5,169","","***","","1,563","","***","","***","","***","","***","","***","","***","","582","","***","","***","","71","","86","","***","","29","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","41","","3",""
"1980100000","1980","15403","Yoita-machi","","7,703","","***","","***","","***","","***","","***","","***","","1,726","","***","","***","","5,013","","***","","***","","964","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","74","","***","","***","","2,045","","4,308","","1,338","","2","","1,065","","0","","7,428","","***","","1,799","","***","","***","","***","","***","","***","","***","","793","","***","","***","","90","","90","","***","","30","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","34","","2",""
"1980100000","1980","15404","Washima-mura","","5,683","","***","","***","","***","","***","","***","","***","","1,147","","***","","***","","3,712","","***","","***","","824","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","45","","***","","***","","1,580","","2,736","","1,358","","1","","574","","0","","4,898","","***","","1,289","","***","","***","","***","","***","","***","","***","","453","","***","","***","","48","","71","","***","","12","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","36","","0",""
"1980100000","1980","15405","Izumozaki-machi","","7,048","","***","","***","","***","","***","","***","","***","","1,227","","***","","***","","4,507","","***","","***","","1,314","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","0","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","82","","***","","***","","2,127","","3,558","","1,361","","1","","650","","1","","6,337","","***","","1,984","","***","","***","","***","","***","","***","","***","","878","","***","","***","","257","","236","","***","","132","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","37","","2",""
